Namespace(graph=True, log=True, mnh=True, steps=10000)
Hidden layer number of features: 512
This fold's validation data contains examples from following classes: [ 3.  7.  3.  7.  5.  3.  3.  7.  4.  8.  4.  2.  6.  2.  8.]
Training: Step 1, Minibatch Loss= 4.7522, Training Accuracy= 26.000
Validation: Step 6600, Minibatch Loss= 1.5369, Training Accuracy= 66.667
Training: Step 6650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6650, Minibatch Loss= 1.5375, Training Accuracy= 66.667
Training: Step 6700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6700, Minibatch Loss= 1.5270, Training Accuracy= 66.667
Training: Step 6750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6750, Minibatch Loss= 1.5481, Training Accuracy= 66.667
Training: Step 6800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6800, Minibatch Loss= 1.5440, Training Accuracy= 66.667
Training: Step 6850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6850, Minibatch Loss= 1.5456, Training Accuracy= 66.667
Training: Step 6900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6900, Minibatch Loss= 1.5426, Training Accuracy= 66.667
Training: Step 6950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 6950, Minibatch Loss= 1.5581, Training Accuracy= 66.667
Training: Step 7000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7000, Minibatch Loss= 1.5556, Training Accuracy= 66.667
Training: Step 7050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7050, Minibatch Loss= 1.5519, Training Accuracy= 66.667
Training: Step 7100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7100, Minibatch Loss= 1.5545, Training Accuracy= 66.667
Training: Step 7150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7150, Minibatch Loss= 1.5558, Training Accuracy= 66.667
Training: Step 7200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7200, Minibatch Loss= 1.5546, Training Accuracy= 66.667
Training: Step 7250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7250, Minibatch Loss= 1.5515, Training Accuracy= 66.667
Training: Step 7300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7300, Minibatch Loss= 1.5604, Training Accuracy= 66.667
Training: Step 7350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7350, Minibatch Loss= 1.5561, Training Accuracy= 66.667
Training: Step 7400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7400, Minibatch Loss= 1.5579, Training Accuracy= 66.667
Training: Step 7450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7450, Minibatch Loss= 1.5485, Training Accuracy= 66.667
Training: Step 7500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7500, Minibatch Loss= 1.5424, Training Accuracy= 66.667
Training: Step 7550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7550, Minibatch Loss= 1.5500, Training Accuracy= 66.667
Training: Step 7600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7600, Minibatch Loss= 1.5479, Training Accuracy= 66.667
Training: Step 7650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7650, Minibatch Loss= 1.5834, Training Accuracy= 66.667
Training: Step 7700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7700, Minibatch Loss= 1.5655, Training Accuracy= 66.667
Training: Step 7750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7750, Minibatch Loss= 1.5587, Training Accuracy= 66.667
Training: Step 7800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7800, Minibatch Loss= 1.5578, Training Accuracy= 66.667
Training: Step 7850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7850, Minibatch Loss= 1.5470, Training Accuracy= 66.667
Training: Step 7900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7900, Minibatch Loss= 1.5440, Training Accuracy= 66.667
Training: Step 7950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 7950, Minibatch Loss= 1.5408, Training Accuracy= 66.667
Training: Step 8000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8000, Minibatch Loss= 1.5420, Training Accuracy= 66.667
Training: Step 8050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8050, Minibatch Loss= 1.5390, Training Accuracy= 66.667
Training: Step 8100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8100, Minibatch Loss= 1.5580, Training Accuracy= 66.667
Training: Step 8150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8150, Minibatch Loss= 1.5616, Training Accuracy= 66.667
Training: Step 8200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8200, Minibatch Loss= 1.5609, Training Accuracy= 66.667
Training: Step 8250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8250, Minibatch Loss= 1.5638, Training Accuracy= 66.667
Training: Step 8300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8300, Minibatch Loss= 1.5649, Training Accuracy= 66.667
Training: Step 8350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8350, Minibatch Loss= 1.5615, Training Accuracy= 66.667
Training: Step 8400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8400, Minibatch Loss= 1.5674, Training Accuracy= 66.667
Training: Step 8450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8450, Minibatch Loss= 1.5653, Training Accuracy= 66.667
Training: Step 8500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8500, Minibatch Loss= 1.5751, Training Accuracy= 66.667
Training: Step 8550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8550, Minibatch Loss= 1.5734, Training Accuracy= 66.667
Training: Step 8600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8600, Minibatch Loss= 1.5822, Training Accuracy= 66.667
Training: Step 8650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8650, Minibatch Loss= 1.5853, Training Accuracy= 66.667
Training: Step 8700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8700, Minibatch Loss= 1.5897, Training Accuracy= 66.667
Training: Step 8750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8750, Minibatch Loss= 1.5864, Training Accuracy= 66.667
Training: Step 8800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8800, Minibatch Loss= 1.5892, Training Accuracy= 66.667
Training: Step 8850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8850, Minibatch Loss= 1.5826, Training Accuracy= 66.667
Training: Step 8900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8900, Minibatch Loss= 1.5882, Training Accuracy= 66.667
Training: Step 8950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 8950, Minibatch Loss= 1.5928, Training Accuracy= 66.667
Training: Step 9000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9000, Minibatch Loss= 1.5966, Training Accuracy= 66.667
Training: Step 9050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9050, Minibatch Loss= 1.5907, Training Accuracy= 66.667
Training: Step 9100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9100, Minibatch Loss= 1.5958, Training Accuracy= 66.667
Training: Step 9150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9150, Minibatch Loss= 1.5907, Training Accuracy= 66.667
Training: Step 9200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9200, Minibatch Loss= 1.5943, Training Accuracy= 66.667
Training: Step 9250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9250, Minibatch Loss= 1.5969, Training Accuracy= 66.667
Training: Step 9300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9300, Minibatch Loss= 1.6039, Training Accuracy= 66.667
Training: Step 9350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9350, Minibatch Loss= 1.6029, Training Accuracy= 66.667
Training: Step 9400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9400, Minibatch Loss= 1.6025, Training Accuracy= 66.667
Training: Step 9450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9450, Minibatch Loss= 1.6079, Training Accuracy= 66.667
Training: Step 9500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9500, Minibatch Loss= 1.5946, Training Accuracy= 66.667
Training: Step 9550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9550, Minibatch Loss= 1.5991, Training Accuracy= 66.667
Training: Step 9600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9600, Minibatch Loss= 1.6138, Training Accuracy= 66.667
Training: Step 9650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9650, Minibatch Loss= 1.6244, Training Accuracy= 66.667
Training: Step 9700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9700, Minibatch Loss= 1.6261, Training Accuracy= 66.667
Training: Step 9750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9750, Minibatch Loss= 1.6373, Training Accuracy= 66.667
Training: Step 9800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9800, Minibatch Loss= 1.6319, Training Accuracy= 66.667
Training: Step 9850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9850, Minibatch Loss= 1.6387, Training Accuracy= 66.667
Training: Step 9900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9900, Minibatch Loss= 1.6411, Training Accuracy= 66.667
Training: Step 9950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 9950, Minibatch Loss= 1.6451, Training Accuracy= 66.667
Training: Step 10000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 10000, Minibatch Loss= 1.6566, Training Accuracy= 66.667
Optimization Finished!
This fold's validation data contains examples from following classes: [ 1.  4.  6.  6.  4.  5.  3.  7.  3.  8.  6.  6.  2.  5.  4.]
Training: Step 1, Minibatch Loss= 3.0242, Training Accuracy= 46.000
Validation: Step 1, Minibatch Loss= 6.6323, Training Accuracy= 13.333
Training: Step 50, Minibatch Loss= 0.0138, Training Accuracy= 100.000
Validation: Step 50, Minibatch Loss= 0.6337, Training Accuracy= 66.667
Training: Step 100, Minibatch Loss= 0.0021, Training Accuracy= 100.000
Validation: Step 100, Minibatch Loss= 0.6371, Training Accuracy= 66.667
Training: Step 150, Minibatch Loss= 0.0011, Training Accuracy= 100.000
Validation: Step 150, Minibatch Loss= 0.6146, Training Accuracy= 80.000
Training: Step 200, Minibatch Loss= 0.0008, Training Accuracy= 100.000
Validation: Step 200, Minibatch Loss= 0.5996, Training Accuracy= 80.000
Training: Step 250, Minibatch Loss= 0.0006, Training Accuracy= 100.000
Validation: Step 250, Minibatch Loss= 0.6369, Training Accuracy= 73.333
Training: Step 300, Minibatch Loss= 0.0005, Training Accuracy= 100.000
Validation: Step 300, Minibatch Loss= 0.6153, Training Accuracy= 73.333
Training: Step 350, Minibatch Loss= 0.0004, Training Accuracy= 100.000
Validation: Step 350, Minibatch Loss= 0.6038, Training Accuracy= 73.333
Training: Step 400, Minibatch Loss= 0.0003, Training Accuracy= 100.000
Validation: Step 400, Minibatch Loss= 0.5829, Training Accuracy= 80.000
Training: Step 450, Minibatch Loss= 0.0003, Training Accuracy= 100.000
Validation: Step 450, Minibatch Loss= 0.5737, Training Accuracy= 80.000
Training: Step 500, Minibatch Loss= 0.0002, Training Accuracy= 100.000
Validation: Step 500, Minibatch Loss= 0.5587, Training Accuracy= 80.000
Training: Step 550, Minibatch Loss= 0.0002, Training Accuracy= 100.000
Validation: Step 550, Minibatch Loss= 0.5636, Training Accuracy= 80.000
Training: Step 600, Minibatch Loss= 0.0002, Training Accuracy= 100.000
Validation: Step 600, Minibatch Loss= 0.5451, Training Accuracy= 80.000
Training: Step 650, Minibatch Loss= 0.0002, Training Accuracy= 100.000
Validation: Step 650, Minibatch Loss= 0.5453, Training Accuracy= 80.000
Training: Step 700, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 700, Minibatch Loss= 0.5375, Training Accuracy= 80.000
Training: Step 750, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 750, Minibatch Loss= 0.5361, Training Accuracy= 80.000
Training: Step 800, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 800, Minibatch Loss= 0.5297, Training Accuracy= 80.000
Training: Step 850, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 850, Minibatch Loss= 0.5134, Training Accuracy= 80.000
Training: Step 900, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 900, Minibatch Loss= 0.5131, Training Accuracy= 80.000
Training: Step 950, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 950, Minibatch Loss= 0.5073, Training Accuracy= 80.000
Training: Step 1000, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 1000, Minibatch Loss= 0.5037, Training Accuracy= 80.000
Training: Step 1050, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 1050, Minibatch Loss= 0.5003, Training Accuracy= 80.000
Training: Step 1100, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 1100, Minibatch Loss= 0.4955, Training Accuracy= 80.000
Training: Step 1150, Minibatch Loss= 0.0001, Training Accuracy= 100.000
Validation: Step 1150, Minibatch Loss= 0.4966, Training Accuracy= 80.000
Training: Step 1200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1200, Minibatch Loss= 0.4946, Training Accuracy= 80.000
Training: Step 1250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1250, Minibatch Loss= 0.4943, Training Accuracy= 80.000
Training: Step 1300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1300, Minibatch Loss= 0.4873, Training Accuracy= 80.000
Training: Step 1350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1350, Minibatch Loss= 0.4900, Training Accuracy= 80.000
Training: Step 1400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1400, Minibatch Loss= 0.4865, Training Accuracy= 80.000
Training: Step 1450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1450, Minibatch Loss= 0.4965, Training Accuracy= 80.000
Training: Step 1500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1500, Minibatch Loss= 0.4915, Training Accuracy= 80.000
Training: Step 1550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1550, Minibatch Loss= 0.4861, Training Accuracy= 80.000
Training: Step 1600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1600, Minibatch Loss= 0.4846, Training Accuracy= 80.000
Training: Step 1650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1650, Minibatch Loss= 0.4798, Training Accuracy= 80.000
Training: Step 1700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1700, Minibatch Loss= 0.4844, Training Accuracy= 80.000
Training: Step 1750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1750, Minibatch Loss= 0.4862, Training Accuracy= 80.000
Training: Step 1800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1800, Minibatch Loss= 0.4829, Training Accuracy= 80.000
Training: Step 1850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1850, Minibatch Loss= 0.4790, Training Accuracy= 80.000
Training: Step 1900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1900, Minibatch Loss= 0.4759, Training Accuracy= 80.000
Training: Step 1950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 1950, Minibatch Loss= 0.4773, Training Accuracy= 80.000
Training: Step 2000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2000, Minibatch Loss= 0.4728, Training Accuracy= 80.000
Training: Step 2050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2050, Minibatch Loss= 0.4733, Training Accuracy= 80.000
Training: Step 2100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2100, Minibatch Loss= 0.4757, Training Accuracy= 80.000
Training: Step 2150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2150, Minibatch Loss= 0.4758, Training Accuracy= 80.000
Training: Step 2200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2200, Minibatch Loss= 0.4729, Training Accuracy= 80.000
Training: Step 2250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2250, Minibatch Loss= 0.4719, Training Accuracy= 80.000
Training: Step 2300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2300, Minibatch Loss= 0.4660, Training Accuracy= 80.000
Training: Step 2350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2350, Minibatch Loss= 0.4675, Training Accuracy= 80.000
Training: Step 2400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2400, Minibatch Loss= 0.4703, Training Accuracy= 80.000
Training: Step 2450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2450, Minibatch Loss= 0.4673, Training Accuracy= 80.000
Training: Step 2500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2500, Minibatch Loss= 0.4653, Training Accuracy= 80.000
Training: Step 2550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2550, Minibatch Loss= 0.4645, Training Accuracy= 80.000
Training: Step 2600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2600, Minibatch Loss= 0.4674, Training Accuracy= 80.000
Training: Step 2650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2650, Minibatch Loss= 0.4694, Training Accuracy= 80.000
Training: Step 2700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2700, Minibatch Loss= 0.4681, Training Accuracy= 80.000
Training: Step 2750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2750, Minibatch Loss= 0.4636, Training Accuracy= 80.000
Training: Step 2800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2800, Minibatch Loss= 0.4628, Training Accuracy= 80.000
Training: Step 2850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2850, Minibatch Loss= 0.4599, Training Accuracy= 80.000
Training: Step 2900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2900, Minibatch Loss= 0.4622, Training Accuracy= 80.000
Training: Step 2950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 2950, Minibatch Loss= 0.4625, Training Accuracy= 80.000
Training: Step 3000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3000, Minibatch Loss= 0.4609, Training Accuracy= 80.000
Training: Step 3050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3050, Minibatch Loss= 0.4589, Training Accuracy= 80.000
Training: Step 3100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3100, Minibatch Loss= 0.4619, Training Accuracy= 80.000
Training: Step 3150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3150, Minibatch Loss= 0.4601, Training Accuracy= 80.000
Training: Step 3200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3200, Minibatch Loss= 0.4596, Training Accuracy= 80.000
Training: Step 3250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3250, Minibatch Loss= 0.4587, Training Accuracy= 80.000
Training: Step 3300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3300, Minibatch Loss= 0.4617, Training Accuracy= 80.000
Training: Step 3350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3350, Minibatch Loss= 0.4573, Training Accuracy= 80.000
Training: Step 3400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3400, Minibatch Loss= 0.4557, Training Accuracy= 80.000
Training: Step 3450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3450, Minibatch Loss= 0.4603, Training Accuracy= 80.000
Training: Step 3500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3500, Minibatch Loss= 0.4573, Training Accuracy= 80.000
Training: Step 3550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3550, Minibatch Loss= 0.4601, Training Accuracy= 80.000
Training: Step 3600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3600, Minibatch Loss= 0.4577, Training Accuracy= 80.000
Training: Step 3650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3650, Minibatch Loss= 0.4565, Training Accuracy= 80.000
Training: Step 3700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3700, Minibatch Loss= 0.4519, Training Accuracy= 80.000
Training: Step 3750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3750, Minibatch Loss= 0.4521, Training Accuracy= 80.000
Training: Step 3800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3800, Minibatch Loss= 0.4549, Training Accuracy= 80.000
Training: Step 3850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3850, Minibatch Loss= 0.4539, Training Accuracy= 80.000
Training: Step 3900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3900, Minibatch Loss= 0.4560, Training Accuracy= 80.000
Training: Step 3950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 3950, Minibatch Loss= 0.4535, Training Accuracy= 80.000
Training: Step 4000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4000, Minibatch Loss= 0.4529, Training Accuracy= 80.000
Training: Step 4050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4050, Minibatch Loss= 0.4511, Training Accuracy= 80.000
Training: Step 4100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4100, Minibatch Loss= 0.4472, Training Accuracy= 80.000
Training: Step 4150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4150, Minibatch Loss= 0.4504, Training Accuracy= 80.000
Training: Step 4200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4200, Minibatch Loss= 0.4484, Training Accuracy= 80.000
Training: Step 4250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4250, Minibatch Loss= 0.4486, Training Accuracy= 80.000
Training: Step 4300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4300, Minibatch Loss= 0.4467, Training Accuracy= 80.000
Training: Step 4350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4350, Minibatch Loss= 0.4481, Training Accuracy= 80.000
Training: Step 4400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4400, Minibatch Loss= 0.4462, Training Accuracy= 80.000
Training: Step 4450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4450, Minibatch Loss= 0.4468, Training Accuracy= 80.000
Training: Step 4500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4500, Minibatch Loss= 0.4429, Training Accuracy= 80.000
Training: Step 4550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4550, Minibatch Loss= 0.4440, Training Accuracy= 80.000
Training: Step 4600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4600, Minibatch Loss= 0.4453, Training Accuracy= 80.000
Training: Step 4650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4650, Minibatch Loss= 0.4448, Training Accuracy= 80.000
Training: Step 4700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4700, Minibatch Loss= 0.4435, Training Accuracy= 80.000
Training: Step 4750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4750, Minibatch Loss= 0.4445, Training Accuracy= 80.000
Training: Step 4800, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4800, Minibatch Loss= 0.4441, Training Accuracy= 80.000
Training: Step 4850, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4850, Minibatch Loss= 0.4423, Training Accuracy= 80.000
Training: Step 4900, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4900, Minibatch Loss= 0.4396, Training Accuracy= 80.000
Training: Step 4950, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 4950, Minibatch Loss= 0.4393, Training Accuracy= 80.000
Training: Step 5000, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5000, Minibatch Loss= 0.4364, Training Accuracy= 80.000
Training: Step 5050, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5050, Minibatch Loss= 0.4367, Training Accuracy= 80.000
Training: Step 5100, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5100, Minibatch Loss= 0.4366, Training Accuracy= 80.000
Training: Step 5150, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5150, Minibatch Loss= 0.4370, Training Accuracy= 80.000
Training: Step 5200, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5200, Minibatch Loss= 0.4406, Training Accuracy= 80.000
Training: Step 5250, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5250, Minibatch Loss= 0.4397, Training Accuracy= 80.000
Training: Step 5300, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5300, Minibatch Loss= 0.4399, Training Accuracy= 80.000
Training: Step 5350, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5350, Minibatch Loss= 0.4354, Training Accuracy= 80.000
Training: Step 5400, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5400, Minibatch Loss= 0.4344, Training Accuracy= 80.000
Training: Step 5450, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5450, Minibatch Loss= 0.4355, Training Accuracy= 80.000
Training: Step 5500, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5500, Minibatch Loss= 0.4366, Training Accuracy= 80.000
Training: Step 5550, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5550, Minibatch Loss= 0.4363, Training Accuracy= 80.000
Training: Step 5600, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5600, Minibatch Loss= 0.4354, Training Accuracy= 80.000
Training: Step 5650, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5650, Minibatch Loss= 0.4354, Training Accuracy= 80.000
Training: Step 5700, Minibatch Loss= 0.0000, Training Accuracy= 100.000
Validation: Step 5700, Minibatch Loss= 0.4343, Training Accuracy= 80.000
Training: Step 5750, Minibatch Loss= 0.0000, Training Accuracy= 100.000
